Index,Tweets
583,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
584,RT @MrJohnNicolson: Challenged by @StephenFlynnSNP the Tory MP on #bbclaurak struggles to name a single benefit of #Brexit All she can offe…
585,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
586,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
587,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
588,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
589,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
590,"🚨 @NicholasTyrone 

Ballot papers will always be stronger than bullets, bullies, ‘journalists’ and polls. 🙌

#EU RE… https://t.co/Knq1Mkk3PY"
591,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
592,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
593,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
594,"@NicholasTyrone 🚨 Ballot papers will always be stronger than bullets, bullies, journalists and polls. 🙌

#Brexit #BringBackBoris"
595,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
596,@AshleyFulwood If you bothered to look into it you would know they come from Morocco (not in eu) and southern Spain… https://t.co/Gx6nUrRJHq
597,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
598,RT @BenPBradshaw: .⁦@the_brc⁩ you are quoted in this piece blaming the shortage of tomatoes &amp; other fresh Mediterranean veg on bad weather…
599,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
600,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
601,"RT @TobiFrenzen: A functioning #democracy would have immediately declared the result of the 2016 #Brexit referendum null and void!

Upon di…"
602,"RT @OrdinaryWalks: Is ""poor weather"" another name for #Brexit? @BBCNews must think we are all thick.  https://t.co/cgAI9XTUgB"
603,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
604,"@SamuelDunt @ScotNational How long before you stop blaming #Brexit for any little thing that goes wrong? 

One word: #Boring 🇬🇧"
605,Another important 🧵#Protocol #Brexit #ERG https://t.co/r2vK2aDAph
606,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
607,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
608,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
609,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
610,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
611,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
612,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
613,RT @g_gosden: 'Many in our ruling class never wanted to leave [the EU] and will use all manner of devices to prevaricate when it comes to g…
614,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
615,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
616,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
617,"RT @TobiFrenzen: A functioning #democracy would have immediately declared the result of the 2016 #Brexit referendum null and void!

Upon di…"
618,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
619,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
620,"RT @TobiFrenzen: A functioning #democracy would have immediately declared the result of the 2016 #Brexit referendum null and void!

Upon di…"
621,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
622,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
623,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
624,"RT @Colin_CWilliams: Two-thirds of public say Brexit has hurt economy, poll finds 

#FBPE #RejoinEU #Brexit #BrexitBrokeBritain #BrexitSham…"
625,"RT @Archipet: Quick survey this morning! @Waitrose has no peppers, @sainsburys have no tomatoes and @Tesco has a few tomatoes and peppers!…"
626,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
627,"RT @AngusRobertson: Perhaps the biggest slap in the face for all of us is the fact they tried to keep these talks secret. In public, Lab &amp;…"
628,"@LucyWoodslucy70 What a load of BS
the real reason is governments forcing farmers to sell their lands and sanctions… https://t.co/JhIeE5HLoj"
629,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
630,"Brexit has weakened our economy, affected our food supplies and had a negative impact on our personal finances. Eve… https://t.co/FemnACTqpi"
631,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
632,Important piece of EU #brexit legislation reported by Steve. The timing of this EU framework on retaliation measure… https://t.co/2hWEHekWli
633,"@jacqdodman @waitrose @mrjamesob @LBC Apparently a container of chilled veg for Waitrose has been stuck  for days,… https://t.co/cfaa1RtrWe"
634,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
635,"Hello from Denmark, where there are plenty of tomatoes 🍅 and you mention the word #Brexit and EVERYONE let's out a… https://t.co/uGXPiOKUy3"
636,"@hollia11 @BBCNews @Tesco @Conservatives You’re probably right, but in my own clumsy way, I should have mentioned t… https://t.co/nkxbY62c4E"
637,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
638,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
639,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
640,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
641,@StormySturgeon People get upset when we say that only the rich and the stupid voted for #brexit… Enough proof here!
642,"RT @TobiFrenzen: A functioning #democracy would have immediately declared the result of the 2016 #Brexit referendum null and void!

Upon di…"
643,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
644,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
645,RT @sallybell08: The only place @BorisJohnson should be is in prison. His biggest lie #Brexit has destroyed this country. The lives cost du…
646,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
647,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
648,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
649,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
650,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
651,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
652,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
653,"RT @brexitleo: @NicholasTyrone Brexit is the problem? Let’s start from Brexit day then! 

Whether you count from the date of the referendum…"
654,"The great friends of peace in Ireland are rallying round, no partisan party interest here #Brexit #NorthernIreland  https://t.co/hEFRBrT2qE"
655,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
656,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
657,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
658,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
659,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
660,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
661,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
662,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
663,"@darrengrimes_ Dazza, you've craftily described the UK under the #ToryScum after #Brexit"
664,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
665,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
666,"RT @LizWebsterLD: #brexit showdown on #Protocol as the rest of the country is concerned about #CostOfLivingCrisis and #FoodCrisis 

How out…"
667,"Run your subscription using #Subbly.

A subscription-first platform with everything you need, and more. No plugins… https://t.co/70KOpgTjpq"
668,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
669,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
670,RT @Tom___Scott: There are very few precedents for an act of national self-destruction such as we are currently witnessing with #Brexit.…
671,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
672,RT @RolfMeissler: The manipulation of an entire people by a handful of millionaires and billionaires who promised themselves higher profits…
673,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
674,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
